0	323.829
1	323.829
2	323.831
3	323.833
4	323.835
5	323.838
6	323.842
7	323.846
8	323.85
9	323.854
10	323.859
11	323.864
12	323.869
13	323.875
14	323.88
15	323.886
16	323.892
17	323.897
18	323.903
19	323.909
20	323.916
21	323.922
22	323.928
23	323.934
24	323.941
25	323.947
26	323.953
27	323.96
28	323.966
29	323.973
30	323.979
31	323.986
32	323.992
33	323.999
34	324.005
35	324.012
36	324.018
37	324.025
38	324.031
39	324.038
40	324.044
41	324.051
42	324.057
43	324.064
44	324.07
45	324.077
46	324.083
47	324.09
48	324.097
49	324.103
50	324.11
51	324.116
52	324.123
53	324.129
54	324.136
55	324.142
56	324.149
57	324.155
58	324.162
59	324.168
60	324.175
61	324.182
62	324.188
63	324.195
64	324.202
65	324.208
66	324.215
67	324.221
68	324.228
69	324.235
70	324.242
71	324.248
72	324.255
73	324.262
74	324.269
75	324.276
76	324.283
77	324.289
78	324.296
79	324.303
80	324.31
81	324.317
82	324.325
83	324.332
84	324.339
85	324.346
86	324.353
87	324.36
88	324.368
89	324.375
90	324.383
91	324.39
92	324.397
93	324.405
94	324.413
95	324.42
96	324.428
97	324.436
98	324.444
99	324.452
100	324.46
101	324.468
102	324.476
103	324.484
104	324.492
105	324.501
106	324.509
107	324.518
108	324.526
109	324.535
110	324.544
111	324.553
112	324.562
113	324.571
114	324.581
115	324.59
116	324.599
117	324.609
118	324.619
119	324.629
120	324.639
121	324.649
122	324.66
123	324.67
124	324.681
125	324.692
126	324.703
127	324.714
128	324.726
129	324.738
130	324.749
131	324.762
132	324.774
133	324.787
134	324.799
135	324.812
136	324.826
137	324.839
138	324.853
139	324.867
140	324.882
141	324.896
142	324.911
143	324.926
144	324.942
145	324.957
146	324.973
147	324.989
148	325.005
149	325.021
150	325.038
151	325.054
152	325.07
153	325.087
154	325.103
155	325.12
156	325.136
157	325.152
158	325.168
159	325.185
160	325.201
161	325.218
162	325.235
163	325.252
164	325.268
165	325.285
166	325.302
167	325.318
168	325.335
169	325.351
170	325.367
171	325.383
172	325.399
173	325.415
174	325.431
175	325.446
176	325.462
177	325.477
178	325.492
179	325.507
180	325.522
181	325.537
182	325.552
183	325.567
184	325.582
185	325.597
186	325.612
187	325.628
188	325.643
189	325.659
190	325.674
191	325.69
192	325.707
193	325.724
194	325.741
195	325.759
196	325.777
197	325.796
198	325.816
199	325.837
200	325.858
201	325.881
202	325.905
203	325.93
204	325.956
205	325.985
206	326.015
207	326.047
208	326.081
209	326.118
210	326.158
211	326.2
212	326.247
213	326.297
214	326.351
215	326.41
216	326.474
217	326.544
218	326.62
219	326.704
220	326.795
221	326.895
222	327.005
223	327.125
224	327.258
225	327.403
226	327.563
227	327.74
228	327.905
229	328.054
230	328.188
231	328.308
232	328.415
233	328.511
234	328.595
235	328.67
236	328.736
237	328.793
238	328.842
239	328.883
240	328.916
241	328.942
242	328.961
243	328.973
244	328.978
245	328.976
246	328.966
247	328.95
248	328.925
249	328.893
250	328.852
251	328.802
252	328.742
253	328.672
254	328.591
255	328.497
256	328.39
257	328.298
258	328.218
259	328.151
260	328.095
261	328.05
262	328.015
263	327.989
264	327.973
265	327.966
266	327.967
267	327.977
268	327.995
269	328.022
270	328.057
271	328.101
272	328.154
273	328.217
274	328.289
275	328.372
276	328.467
277	328.573
278	328.693
279	328.826
280	328.975
281	329.14
282	329.324
283	329.528
284	329.753
285	330.003
286	330.279
287	330.584
288	330.922
289	331.295
290	331.708
291	332.164
292	332.669
293	333.226
294	333.843
295	334.524
296	335.277
297	336.111
298	336.961
299	337.729
300	338.421
301	339.047
302	339.611
303	340.12
304	340.579
305	340.992
306	341.364
307	341.699
308	342
309	342.269
310	342.511
311	342.727
312	342.919
313	343.089
