0	308.147
1	308.148
2	308.149
3	308.15
4	308.151
5	308.153
6	308.156
7	308.158
8	308.161
9	308.165
10	308.168
11	308.172
12	308.176
13	308.18
14	308.185
15	308.19
16	308.195
17	308.2
18	308.205
19	308.21
20	308.216
21	308.221
22	308.227
23	308.232
24	308.238
25	308.244
26	308.25
27	308.256
28	308.262
29	308.268
30	308.274
31	308.28
32	308.286
33	308.292
34	308.298
35	308.305
36	308.311
37	308.317
38	308.323
39	308.329
40	308.335
41	308.342
42	308.348
43	308.354
44	308.36
45	308.366
46	308.373
47	308.379
48	308.385
49	308.391
50	308.398
51	308.404
52	308.41
53	308.416
54	308.423
55	308.429
56	308.435
57	308.441
58	308.448
59	308.454
60	308.46
61	308.467
62	308.473
63	308.479
64	308.486
65	308.492
66	308.498
67	308.505
68	308.511
69	308.518
70	308.524
71	308.531
72	308.537
73	308.544
74	308.55
75	308.557
76	308.564
77	308.57
78	308.577
79	308.584
80	308.59
81	308.597
82	308.604
83	308.611
84	308.618
85	308.625
86	308.631
87	308.638
88	308.646
89	308.653
90	308.66
91	308.667
92	308.674
93	308.681
94	308.689
95	308.696
96	308.704
97	308.711
98	308.719
99	308.727
100	308.734
101	308.742
102	308.75
103	308.758
104	308.766
105	308.774
106	308.783
107	308.791
108	308.799
109	308.808
110	308.817
111	308.825
112	308.834
113	308.843
114	308.852
115	308.862
116	308.871
117	308.881
118	308.89
119	308.9
120	308.91
121	308.921
122	308.931
123	308.942
124	308.952
125	308.963
126	308.975
127	308.986
128	308.998
129	309.01
130	309.022
131	309.034
132	309.047
133	309.06
134	309.073
135	309.087
136	309.101
137	309.115
138	309.129
139	309.144
140	309.159
141	309.175
142	309.19
143	309.207
144	309.223
145	309.24
146	309.257
147	309.274
148	309.291
149	309.309
150	309.327
151	309.345
152	309.364
153	309.382
154	309.401
155	309.42
156	309.438
157	309.457
158	309.476
159	309.495
160	309.514
161	309.532
162	309.551
163	309.569
164	309.588
165	309.606
166	309.624
167	309.642
168	309.659
169	309.677
170	309.694
171	309.711
172	309.728
173	309.745
174	309.761
175	309.778
176	309.794
177	309.81
178	309.826
179	309.842
180	309.857
181	309.873
182	309.889
183	309.904
184	309.92
185	309.936
186	309.952
187	309.968
188	309.984
189	310
190	310.017
191	310.034
192	310.052
193	310.07
194	310.089
195	310.108
196	310.128
197	310.149
198	310.171
199	310.194
200	310.218
201	310.244
202	310.271
203	310.299
204	310.33
205	310.362
206	310.397
207	310.434
208	310.474
209	310.517
210	310.562
211	310.611
212	310.664
213	310.72
214	310.781
215	310.845
216	310.914
217	310.987
218	311.065
219	311.147
220	311.233
221	311.323
222	311.416
223	311.514
224	311.614
225	311.718
226	311.824
227	311.933
228	312.038
229	312.14
230	312.237
231	312.329
232	312.416
233	312.497
234	312.572
235	312.64
236	312.702
237	312.757
238	312.805
239	312.846
240	312.881
241	312.908
242	312.928
243	312.942
244	312.949
245	312.949
246	312.943
247	312.931
248	312.913
249	312.89
250	312.861
251	312.828
252	312.791
253	312.75
254	312.706
255	312.66
256	312.612
257	312.567
258	312.525
259	312.488
260	312.455
261	312.428
262	312.407
263	312.393
264	312.385
265	312.384
266	312.391
267	312.407
268	312.431
269	312.464
270	312.508
271	312.561
272	312.625
273	312.701
274	312.789
275	312.889
276	313.004
277	313.133
278	313.278
279	313.439
280	313.617
281	313.815
282	314.031
283	314.269
284	314.528
285	314.809
286	315.114
287	315.442
288	315.794
289	316.169
290	316.569
291	316.992
292	317.437
293	317.904
294	318.391
295	318.897
296	319.42
297	319.958
298	320.498
299	321.022
300	321.529
301	322.016
302	322.482
303	322.926
304	323.346
305	323.743
306	324.114
307	324.461
308	324.783
309	325.079
310	325.352
311	325.601
312	325.827
313	326.031
314	326.213
315	326.376
316	326.519
317	326.644
318	326.752
319	326.844
320	326.92
321	326.98
322	327.026
323	327.059
324	327.078
325	327.083
326	327.075
327	327.055
328	327.021
329	326.973
330	326.912
331	326.836
332	326.746
333	326.64
334	326.518
335	326.378
336	326.221
337	326.045
338	325.849
339	325.632
340	325.393
341	325.131
342	324.845
343	324.534
344	324.198
345	323.837
346	323.449
347	323.035
348	322.596
349	322.132
350	321.644
351	321.133
352	320.601
353	320.049
354	319.479
355	318.892
356	318.314
357	317.752
358	317.208
359	316.684
360	316.18
361	315.699
362	315.242
363	314.808
364	314.399
365	314.014
366	313.653
367	313.317
368	313.003
369	312.712
370	312.443
371	312.193
372	311.963
373	311.751
374	311.555
375	311.375
376	311.209
377	311.057
378	310.916
379	310.787
380	310.668
381	310.557
382	310.456
383	310.361
384	310.274
385	310.193
386	310.118
387	310.048
388	309.982
389	309.921
390	309.864
391	309.811
392	309.761
393	309.714
394	309.669
395	309.628
396	309.588
397	309.551
398	309.516
399	309.483
400	309.451
401	309.42
402	309.392
403	309.364
404	309.338
405	309.313
406	309.288
407	309.265
408	309.243
409	309.222
410	309.201
411	309.181
412	309.162
413	309.143
414	309.125
415	309.108
416	309.091
417	309.074
418	309.058
419	309.043
420	309.027
421	309.013
422	308.998
423	308.984
424	308.97
425	308.957
426	308.944
427	308.931
428	308.918
429	308.906
430	308.894
431	308.882
432	308.87
433	308.858
434	308.847
435	308.836
436	308.825
437	308.814
438	308.804
439	308.793
440	308.783
441	308.773
442	308.763
443	308.753
444	308.743
445	308.733
446	308.724
447	308.714
448	308.705
449	308.696
450	308.687
451	308.678
452	308.669
453	308.66
454	308.651
455	308.642
456	308.634
457	308.625
458	308.617
459	308.608
460	308.6
461	308.592
462	308.584
463	308.576
464	308.567
465	308.559
466	308.551
467	308.543
468	308.536
469	308.528
470	308.52
471	308.512
472	308.505
473	308.497
474	308.489
475	308.482
476	308.474
477	308.467
478	308.46
479	308.452
480	308.445
481	308.438
482	308.431
483	308.424
484	308.417
485	308.41
486	308.403
487	308.396
488	308.389
489	308.383
490	308.376
491	308.37
492	308.364
493	308.358
494	308.352
495	308.346
496	308.341
497	308.336
498	308.33
499	308.326
500	308.321
501	308.317
502	308.313
503	308.309
504	308.306
505	308.303
506	308.3
507	308.298
508	308.296
509	308.295
510	308.294
511	308.294
512	308.147
513	308.148
514	308.149
515	308.15
516	308.151
517	308.153
518	308.156
519	308.158
520	308.161
521	308.165
522	308.168
523	308.172
524	308.176
525	308.18
526	308.185
527	308.19
528	308.195
529	308.2
530	308.205
531	308.21
532	308.216
533	308.221
534	308.227
535	308.232
536	308.238
537	308.244
538	308.25
539	308.256
540	308.262
541	308.268
542	308.274
543	308.28
544	308.286
545	308.292
546	308.298
547	308.305
548	308.311
549	308.317
550	308.323
551	308.329
552	308.335
553	308.342
554	308.348
555	308.354
556	308.36
557	308.366
558	308.373
559	308.379
560	308.385
561	308.391
562	308.398
563	308.404
564	308.41
565	308.416
566	308.423
567	308.429
568	308.435
569	308.441
570	308.448
571	308.454
572	308.46
573	308.467
574	308.473
575	308.479
576	308.486
577	308.492
578	308.499
579	308.505
580	308.511
581	308.518
582	308.524
583	308.531
584	308.537
585	308.544
586	308.55
587	308.557
588	308.564
589	308.57
590	308.577
591	308.584
592	308.59
593	308.597
594	308.604
595	308.611
596	308.618
597	308.625
598	308.632
599	308.639
600	308.646
601	308.653
602	308.66
603	308.667
604	308.674
605	308.682
606	308.689
607	308.696
608	308.704
609	308.711
610	308.719
611	308.727
612	308.735
613	308.742
614	308.75
615	308.758
616	308.766
617	308.775
618	308.783
619	308.791
620	308.8
621	308.808
622	308.817
623	308.826
624	308.835
625	308.844
626	308.853
627	308.862
628	308.871
629	308.881
630	308.891
631	308.901
632	308.911
633	308.921
634	308.931
635	308.942
636	308.953
637	308.964
638	308.975
639	308.986
640	308.998
641	309.01
642	309.022
643	309.035
644	309.047
645	309.06
646	309.074
647	309.087
648	309.101
649	309.116
650	309.13
651	309.145
652	309.16
653	309.176
654	309.192
655	309.208
656	309.224
657	309.241
658	309.258
659	309.275
660	309.293
661	309.311
662	309.329
663	309.347
664	309.366
665	309.384
666	309.403
667	309.422
668	309.441
669	309.46
670	309.479
671	309.498
672	309.517
673	309.535
674	309.554
675	309.573
676	309.591
677	309.61
678	309.628
679	309.646
680	309.663
681	309.681
682	309.698
683	309.715
684	309.732
685	309.749
686	309.766
687	309.782
688	309.798
689	309.814
690	309.83
691	309.846
692	309.862
693	309.877
694	309.893
695	309.909
696	309.925
697	309.94
698	309.956
699	309.972
700	309.988
701	310.005
702	310.022
703	310.039
704	310.057
705	310.075
706	310.093
707	310.113
708	310.133
709	310.154
710	310.176
711	310.199
712	310.223
713	310.248
714	310.275
715	310.304
716	310.334
717	310.367
718	310.401
719	310.439
720	310.478
721	310.521
722	310.567
723	310.616
724	310.668
725	310.725
726	310.785
727	310.849
728	310.918
729	310.991
730	311.069
731	311.15
732	311.236
733	311.326
734	311.42
735	311.517
736	311.617
737	311.721
738	311.827
739	311.935
740	312.041
741	312.143
742	312.24
743	312.332
744	312.418
745	312.499
746	312.574
747	312.642
748	312.704
749	312.759
750	312.807
751	312.848
752	312.882
753	312.909
754	312.93
755	312.943
756	312.95
757	312.951
758	312.945
759	312.932
760	312.915
761	312.891
762	312.863
763	312.83
764	312.793
765	312.752
766	312.708
767	312.662
768	312.613
769	312.568
770	312.527
771	312.49
772	312.457
773	312.43
774	312.409
775	312.394
776	312.386
777	312.386
778	312.393
779	312.409
780	312.433
781	312.466
782	312.509
783	312.563
784	312.627
785	312.703
786	312.79
787	312.891
788	313.005
789	313.134
790	313.279
791	313.44
792	313.618
793	313.815
794	314.032
795	314.269
796	314.527
797	314.809
798	315.113
799	315.44
800	315.792
801	316.167
802	316.566
803	316.989
804	317.434
805	317.9
806	318.387
807	318.892
808	319.414
809	319.952
810	320.492
811	321.015
812	321.521
813	322.008
814	322.474
815	322.917
816	323.337
817	323.733
818	324.104
819	324.45
820	324.772
821	325.068
822	325.34
823	325.589
824	325.815
825	326.018
826	326.201
827	326.363
828	326.506
829	326.631
830	326.739
831	326.83
832	326.906
833	326.967
834	327.013
835	327.045
836	327.064
837	327.069
838	327.061
839	327.041
840	327.007
841	326.959
842	326.898
843	326.822
844	326.732
845	326.626
846	326.504
847	326.365
848	326.208
849	326.032
850	325.836
851	325.619
852	325.38
853	325.119
854	324.833
855	324.522
856	324.187
857	323.825
858	323.438
859	323.025
860	322.586
861	322.122
862	321.635
863	321.124
864	320.592
865	320.041
866	319.471
867	318.885
868	318.307
869	317.746
870	317.202
871	316.678
872	316.175
873	315.695
874	315.237
875	314.804
876	314.395
877	314.011
878	313.651
879	313.314
